MLAI        ALA         CrownCover  HsD         N           Cab         Car         Cdm         CwRel       Cbp         Bs          SoilIndex   
10.52       51.02       0.9931      0.2826      1.516       76.55       19.14       0.008073    0.7819      0.2802      0.6666      1           
7.512       67.05       0.9742      0.4623      1.734       64.58       16.14       0.008568    0.8223      0.8048      0.2592      1           
10.49       62.59       0.9716      0.4366      1.308       42.86       10.72       0.004686    0.7761      0.2451      1.054       1           
5.257       66.57       0.9624      0.3592      1.758       85.32       21.33       0.01093     0.7276      0.3131      0.3842      1           
5.521       46.46       0.9785      0.3375      1.549       67.25       16.81       0.009392    0.7294      0.5211      0.9425      1           
0.3553      42.53       0.9877      0.4544      1.611       21.27       5.318       0.008392    0.7613      0.2383      0.9329      1           
1.295       40.89       0.9965      0.3122      1.55        50.71       12.68       0.005139    0.648       0.2874      0.5784      1           
0.3777      73.93       0.9919      0.2273      1.761       73.94       18.49       0.01064     0.7473      1.036       0.2982      1           
0.66        51.32       0.9826      0.2329      1.865       78.03       19.51       0.01017     0.7736      0.6086      0.7179      1           
7.917       61.07       0.9918      0.1493      1.316       43.16       10.79       0.0099      0.7915      0.4795      0.8113      1           
6.553       64.59       0.9852      0.3801      1.961       89.82       22.45       0.006863    0.677       0.5795      0.2413      1           
3.718       55.96       0.983       0.2932      1.657       73.41       18.35       0.01007     0.6614      1.28        0.8325      1           
2.537       40.54       0.96        0.3278      1.382       73.57       18.39       0.003782    0.7746      0.7761      0.4852      1           
6.932       51.49       0.987       0.455       1.619       75.96       18.99       0.005019    0.6581      1.15        0.8437      1           
0.2427      45.47       0.9941      0.2195      2.159       68.48       17.12       0.00319     0.7865      0.4485      0.4864      1           
0.1671      68.19       0.9699      0.2268      1.617       46.84       11.71       0.00859     0.7088      0.9795      0.5761      1           
0.2715      54.97       0.9979      0.4926      1.697       33.97       8.493       0.009517    0.6894      0.9293      0.8692      1           
5.549       42.62       0.9614      0.4001      1.512       57.47       14.37       0.008727    0.7065      0.01723     0.9576      1           
4.336       68.97       0.9708      0.1533      1.685       30.26       7.565       0.007762    0.7871      1.17        0.398       1           
0.9492      73.84       0.9997      0.3733      1.701       83.37       20.84       0.007421    0.6787      1.303       0.6673      1           
7.227       67.57       0.9799      0.3887      1.574       71.67       17.92       0.005683    0.8151      0.8031      0.3292      1           
0.9928      54.37       0.9709      0.4519      1.231       55.87       13.97       0.003397    0.6418      1.293       0.3087      1           
1.75        60.45       0.9884      0.3725      1.381       48.54       12.14       0.004684    0.8005      0.5259      0.692       1           
2.346       62.13       0.9755      0.1899      2.058       83.27       20.82       0.008502    0.7287      0.8726      0.921       1           
1.386       38.44       0.9926      0.1884      1.611       28.66       7.164       0.005177    0.6979      1.023       0.2754      1           
8.11        48.42       0.9939      0.2039      1.975       55.31       13.83       0.004866    0.7293      0.833       0.5272      1           
9.776       65.34       0.974       0.4061      1.58        49.51       12.38       0.006316    0.7018      0.3875      0.4899      1           
8.527       69.17       0.9706      0.2043      1.845       58.87       14.72       0.007773    0.7715      0.6029      0.901       1           
6.439       61.64       0.9921      0.4129      1.56        86.78       21.69       0.00528     0.7159      0.8416      0.2256      1           
10.54       56.96       0.9877      0.1628      1.902       76.49       19.12       0.008411    0.7806      0.7318      0.5565      1           
0.1447      33.8        0.9621      0.4988      2.107       81.21       20.3        0.009238    0.7232      0.3654      0.289       1           
0.07981     63.02       0.9997      0.1527      1.384       84.92       21.23       0.005971    0.7297      1.824       0.7552      1           
0.8688      44.92       0.9693      0.2114      1.373       45.37       11.34       0.003846    0.7015      0.5353      0.4284      1           
3.294       37.91       0.9633      0.2283      1.543       85.11       21.28       0.006826    0.7327      0.6743      0.4339      1           
6.642       67.7        0.9528      0.129       1.805       60.85       15.21       0.007085    0.7949      0.2213      1.045       1           
0.1276      47.64       0.9884      0.3497      1.219       85.14       21.29       0.004258    0.7681      0.1059      0.8384      1           
3.303       59.7        0.9616      0.475       1.783       40.59       10.15       0.006814    0.765       1.454       0.5143      1           
0.4569      57.17       0.9923      0.3856      1.901       35.09       8.772       0.006436    0.7431      0.9542      0.6108      1           
13.58       63.26       0.9812      0.1881      1.607       78.34       19.58       0.00792     0.7349      0.009811    0.4669      1           
0.4934      73.54       0.9934      0.2843      1.527       71.36       17.84       0.009611    0.841       1.393       0.869       1           
0.02152     40.33       0.9942      0.4793      1.662       23.74       5.934       0.003783    0.7017      1.212       0.3572      1           
5.688       44.86       0.9723      0.4823      1.852       54.14       13.53       0.004853    0.7943      0.3586      1.072       1           
1.202       72.11       0.9731      0.2124      1.757       50.12       12.53       0.008879    0.8372      0.6244      0.2865      1           
6.677       47.21       0.9782      0.2905      1.745       45.59       11.4        0.007263    0.7821      1.04        0.4809      1           
3.183       62.99       0.9648      0.2398      1.529       68.85       17.21       0.005789    0.7841      0.7251      0.5972      1           
